84,11,91,9,75,84,72,65,28,5,35,46,86,68,17,1,29,12,95,86,42,36,94,97,52,13,57,67,58,59,44,42,22,35,3,98,71,76,15,0,33,51,46,19,19,15
72,1,79,67,87,22,55,33,19,8,46,76,75,4,88,72,98,10,59,54,60,31,30,76,31,63,27,29,35,98,96,7,99,75,27,87,97,82,20,68,90,67,97,18,23,85
90,74,47,49,28,60,32,10,88,15,25,15,96,60,65,92,20,65,20,47,52,17,81,24,38,24,43,35,42,19,20,84,93,19,85,73,79,18,83,67,33,8,34,30,21,0
22,41,65,94,40,69,64,73,93,2,97,89,37,91,8,9,75,1,80,61,26,60,79,9,79,64,69,14,94,90,66,69,83,83,63,75,52,27,49,97,81,98,86,18,90,94
79,65,47,60,78,73,20,57,82,51,22,4,65,68,94,83,37,30,66,53,5,70,32,6,68,14,5,6,84,95,1,64,12,0,24,91,74,96,0,8,47,74,12,65,43,59
48,32,41,67,37,98,37,70,5,57,84,10,64,68,57,17,84,69,17,8,12,43,56,13,52,56,87,16,21,30,27,21,15,20,88,52,19,78,22,24,35,58,86,99,27,43
16,11,64,86,72,77,29,28,90,33,36,77,2,57,60,81,31,75,2,71,27,21,49,50,97,85,60,83,36,87,26,5,51,90,91,75,19,20,55,9,6,92,39,8,1,99
89,32,74,91,56,53,64,5,55,61,42,16,44,31,55,22,36,6,65,27,33,84,99,89,46,57,81,85,65,82,84,7,67,10,98,23,15,15,80,71,76,75,39,73,6,94
95,42,53,12,21,86,49,72,27,95,30,8,80,47,43,16,54,10,78,5,85,93,20,65,16,48,92,7,21,98,54,69,92,7,81,65,45,30,38,73,25,20,81,57,19,76
73,74,38,3,31,23,49,3,41,17,51,33,25,73,32,79,42,76,38,23,42,83,6,32,8,31,4,42,41,23,18,14,49,57,70,32,80,19,35,73,88,87,7,65,60,91
44,54,67,34,77,61,18,35,45,26,67,49,20,8,25,39,74,74,96,96,59,28,67,94,54,56,81,61,21,93,4,18,47,23,52,77,85,22,12,30,1,79,32,21,39,57
60,66,83,8,62,42,89,30,37,43,86,70,56,59,64,12,77,11,35,30,88,72,4,1,55,5,32,87,27,24,44,39,90,79,48,52,74,89,82,11,84,20,33,40,80,97
52,9,61,39,91,49,12,96,2,67,1,35,54,80,11,50,20,1,81,20,53,55,9,88,18,93,60,52,85,92,49,89,54,62,28,45,12,40,41,66,7,95,53,13,75,64
15,47,65,97,19,71,52,28,11,71,73,71,23,10,16,24,99,70,87,80,15,51,20,9,17,80,56,23,45,83,87,61,31,53,58,50,76,10,31,87,33,56,10,8,19,26
33,70,48,72,50,16,23,23,25,92,55,81,15,0,64,55,13,47,60,23,50,36,86,33,75,19,89,85,28,8,64,13,31,64,85,81,80,60,4,5,4,11,38,20,12,55
27,77,2,87,1,52,23,87,85,98,6,27,35,86,87,51,99,18,16,36,52,96,96,8,54,1,20,92,73,84,99,0,61,2,39,62,6,62,49,44,12,8,23,47,94,62
0,0
45,45
end

